Serie,AMERB,Fecha colecta,dia,mes,ano,categoria,Especie,extraccion,peso,Diametro terreno ,Diametro extraida ,Circunferencia,Estipes,Largo total ,Estado reproductivo ,Soros liberados ,Largo hasta fronda,Observaciones
150,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,0.4000,NaN,12.0000,20.0000,3.0000,144.0000,1.0000,0.0000,,Endofito
151,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,1.2400,NaN,15.0000,22.0000,3.0000,144.0000,0.0000,0.0000,,
152,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,8.3000,NaN,25.0000,27.0000,8.0000,168.0000,0.0000,1.0000,,
153,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,0.5400,NaN,6.0000,12.0000,9.0000,82.0000,0.0000,0.0000,,
154,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,0.0100,NaN,2.0000,2.0000,20.0000,2.0000,0.0000,0.0000,,
155,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,3.7400,NaN,20.0000,27.0000,12.0000,123.0000,1.0000,1.0000,,
156,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,0.7200,NaN,14.0000,20.0000,2.0000,184.0000,0.0000,0.0000,,
157,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,0.8800,NaN,12.0000,34.0000,2.0000,113.0000,0.0000,0.0000,,
158,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,18.0000,NaN,34.0000,54.0000,15.0000,210.0000,1.0000,1.0000,,
159,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,0.5200,NaN,12.0000,15.0000,1.0000,135.0000,0.0000,0.0000,,
160,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,2.3200,NaN,13.0000,23.0000,7.0000,139.0000,0.0000,0.0000,,
161,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,2.4400,NaN,18.0000,28.0000,5.0000,143.0000,1.0000,1.0000,,
162,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,2.1400,NaN,22.0000,32.0000,5.0000,140.0000,0.0000,0.0000,,
163,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,1.7000,NaN,15.0000,14.0000,7.0000,115.0000,1.0000,1.0000,,
164,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,0.1800,NaN,5.0000,8.0000,4.0000,85.0000,0.0000,0.0000,,
165,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,3.0000,NaN,18.0000,46.0000,2.0000,186.0000,1.0000,1.0000,,
166,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,0.6400,NaN,13.0000,18.0000,1.0000,137.0000,0.0000,1.0000,,
167,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,9.7800,NaN,21.0000,41.0000,3.0000,167.0000,1.0000,0.0000,,
168,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,5.7800,NaN,21.0000,20.0000,2.0000,187.0000,1.0000,1.0000,,
169,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,2.0400,NaN,23.0000,36.0000,2.0000,157.0000,1.0000,0.0000,,
170,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,1.3800,NaN,12.0000,30.0000,2.0000,125.0000,1.0000,0.0000,,
171,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,2.5600,NaN,18.0000,28.0000,3.0000,123.0000,1.0000,0.0000,,
172,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,3.9800,NaN,23.0000,33.0000,2.0000,124.0000,1.0000,0.0000,,
173,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,5.0600,NaN,23.0000,32.0000,1.0000,181.0000,1.0000,1.0000,,
174,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,16.0000,NaN,35.0000,53.0000,7.0000,234.0000,1.0000,1.0000,,
175,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,10.1000,NaN,31.0000,44.0000,5.0000,188.0000,1.0000,1.0000,,
176,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,3.3200,NaN,19.0000,41.0000,3.0000,161.0000,1.0000,1.0000,,
177,Los Vilos sector C,28-09-18,28,9,2018,Submareal,Lessonia trabeculata,Barreteada,20.0000,NaN,36.0000,66.0000,5.0000,200.0000,1.0000,1.0000,,
178,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,5.0200,NaN,14.0000,20.0000,18.0000,160.0000,0.0000,1.0000,,
179,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,4.0400,NaN,14.0000,27.0000,56.0000,116.0000,0.0000,0.0000,,
180,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,4.6200,NaN,18.0000,30.0000,22.0000,180.0000,0.0000,0.0000,,
181,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,3.2600,NaN,15.0000,25.0000,61.0000,104.0000,0.0000,0.0000,,
182,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,13.8600,NaN,23.0000,45.0000,50.0000,195.0000,1.0000,0.0000,,
183,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,2.8400,NaN,16.0000,26.0000,27.0000,165.0000,0.0000,0.0000,,
184,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.5400,NaN,10.0000,16.0000,25.0000,91.0000,0.0000,0.0000,,
185,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,1.7200,NaN,12.0000,26.0000,36.0000,135.0000,1.0000,0.0000,,
186,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.9600,NaN,9.4000,20.0000,40.0000,113.0000,0.0000,0.0000,,
187,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,5.6800,NaN,14.0000,26.0000,20.0000,179.0000,0.0000,0.0000,,
188,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,7.0200,NaN,14.0000,33.0000,52.0000,167.0000,0.0000,0.0000,,
189,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,1.6000,NaN,12.0000,16.0000,26.0000,131.0000,0.0000,0.0000,,
190,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,8.1200,NaN,21.0000,30.0000,40.0000,177.0000,0.0000,0.0000,,
191,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.1590,NaN,5.0000,9.0000,26.0000,53.0000,0.0000,0.0000,,
192,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.1670,NaN,5.0000,9.0000,17.0000,50.0000,0.0000,0.0000,,
193,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.2040,NaN,7.0000,11.0000,16.0000,57.0000,0.0000,0.0000,,
194,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.0480,NaN,3.0000,5.0000,23.0000,31.0000,0.0000,0.0000,,
195,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.0800,NaN,3.0000,5.0000,18.0000,NaN,0.0000,0.0000,,
196,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.0910,NaN,4.8000,6.0000,2.0000,49.0000,0.0000,0.0000,,
197,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.0090,NaN,2.6000,3.6000,15.0000,46.0000,0.0000,0.0000,,
198,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.0290,NaN,2.8000,4.4000,29.0000,18.0000,0.0000,0.0000,,
199,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.0820,NaN,6.0000,9.0000,21.0000,32.0000,0.0000,0.0000,,
200,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.0140,NaN,2.6000,3.8000,17.0000,21.0000,0.0000,0.0000,,
201,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.4130,NaN,6.8000,12.0000,21.0000,43.0000,0.0000,0.0000,,
202,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.0110,NaN,2.4000,2.6000,10.0000,30.0000,0.0000,0.0000,,
203,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.0200,NaN,3.0000,4.0000,14.0000,42.0000,0.0000,0.0000,,
204,Los Vilos sector C,29-09-18,29,9,2018,Intermareal,Lessonia spicata,Barreteada,0.0040,NaN,2.0000,2.6000,11.0000,26.0000,0.0000,0.0000,,
205,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,5.0900,NaN,32.0000,45.0000,7.0000,212.0000,1.0000,0.0000,,
206,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,2.0450,NaN,23.0000,31.0000,2.0000,158.0000,1.0000,1.0000,,
207,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,5.1000,NaN,17.0000,40.0000,2.0000,193.0000,1.0000,1.0000,,
208,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,12.2000,NaN,37.0000,46.0000,7.0000,278.0000,1.0000,1.0000,,
209,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,1.7800,NaN,16.0000,23.0000,2.0000,180.0000,1.0000,0.0000,,
210,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,4.3000,NaN,25.0000,37.0000,3.0000,190.0000,1.0000,0.0000,,
211,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.6800,NaN,16.0000,18.0000,1.0000,119.0000,1.0000,0.0000,,
212,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,3.4200,NaN,17.0000,26.0000,2.0000,186.0000,1.0000,0.0000,,
213,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,7.1700,NaN,26.0000,35.0000,6.0000,209.0000,1.0000,0.0000,,
214,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.8350,NaN,7.0000,12.0000,2.0000,165.0000,0.0000,0.0000,,
215,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,1.2900,NaN,17.0000,19.0000,1.0000,159.0000,1.0000,0.0000,,
216,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.5550,NaN,9.0000,12.0000,4.0000,169.0000,0.0000,0.0000,,
217,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.9350,NaN,12.0000,16.0000,13.0000,125.0000,0.0000,0.0000,,
218,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,4.4500,NaN,23.0000,29.0000,3.0000,157.0000,1.0000,0.0000,,
219,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,6.0400,NaN,27.0000,33.0000,4.0000,198.0000,1.0000,0.0000,,
220,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,5.0250,NaN,24.0000,33.0000,3.0000,241.0000,1.0000,0.0000,,
221,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,4.2100,NaN,18.0000,19.0000,1.0000,184.0000,0.0000,0.0000,,
222,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,3.0950,NaN,20.0000,25.0000,2.0000,153.0000,1.0000,0.0000,,
223,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,1.9600,NaN,20.0000,25.0000,5.0000,157.0000,1.0000,0.0000,,
224,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,1.3000,NaN,19.0000,20.0000,1.0000,131.0000,1.0000,0.0000,,
225,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.4400,NaN,11.0000,14.0000,2.0000,100.0000,0.0000,0.0000,,
226,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.4100,NaN,14.0000,18.0000,10.0000,119.0000,0.0000,0.0000,,
227,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.2600,NaN,7.0000,10.0000,5.0000,125.0000,0.0000,0.0000,,
228,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.5350,NaN,11.0000,12.0000,4.0000,95.0000,0.0000,0.0000,,
229,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.3200,NaN,5.4000,8.0000,5.0000,97.4000,0.0000,0.0000,,
230,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.1500,NaN,6.0000,8.0000,7.0000,80.2000,0.0000,0.0000,,
231,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.1100,NaN,5.0000,7.0000,4.0000,68.0000,0.0000,0.0000,,
232,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.0550,NaN,3.8000,5.0000,3.0000,70.2000,0.0000,0.0000,,
233,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.0250,NaN,2.2000,2.6000,1.0000,52.0000,0.0000,0.0000,,
234,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.0400,NaN,3.2000,3.8000,2.0000,59.0000,0.0000,0.0000,,
235,Carrizal Bajo,30-10-18,30,10,2018,Submareal,Lessonia trabeculata,Barreteada,0.0200,NaN,1.8000,2.4000,1.0000,34.4000,0.0000,0.0000,,
236,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.1250,NaN,17.0000,10.0000,4.0000,70.0000,0.0000,0.0000,,
237,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.0340,NaN,3.0000,3.0000,1.0000,55.0000,0.0000,0.0000,,
238,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.2530,NaN,11.0000,12.0000,1.0000,130.0000,0.0000,0.0000,,
239,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.3430,NaN,5.0000,7.0000,2.0000,207.0000,0.0000,0.0000,,
240,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.1060,NaN,4.5000,6.0000,3.0000,72.0000,0.0000,0.0000,,
241,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.1160,NaN,6.0000,6.2000,2.0000,74.0000,0.0000,0.0000,,
242,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.1390,NaN,4.0000,7.0000,5.0000,60.0000,1.0000,0.0000,,
243,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.0040,NaN,1.0000,1.0000,4.0000,12.0000,0.0000,0.0000,,
244,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.0070,NaN,1.3000,3.0000,21.0000,15.0000,0.0000,0.0000,,
245,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.0300,NaN,3.2000,6.0000,13.0000,26.0000,0.0000,0.0000,,
246,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.1800,NaN,5.0000,8.0000,27.0000,66.0000,0.0000,0.0000,,
247,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,1.2000,NaN,8.0000,17.0000,18.0000,228.0000,0.0000,0.0000,,
248,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.7800,NaN,12.0000,18.0000,2.0000,80.0000,0.0000,0.0000,,
249,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.1600,NaN,8.0000,12.0000,7.0000,70.0000,0.0000,0.0000,,
250,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,15.7000,NaN,26.0000,41.0000,35.0000,300.0000,0.0000,0.0000,,
251,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.8600,NaN,9.0000,12.0000,23.0000,134.0000,0.0000,0.0000,,
252,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,1.4600,NaN,11.0000,19.0000,1.0000,260.0000,0.0000,0.0000,,
253,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,1.4000,NaN,10.0000,17.0000,25.0000,160.0000,0.0000,0.0000,,
254,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,4.3000,NaN,18.0000,27.0000,5.0000,228.0000,1.0000,0.0000,,
255,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,2.5200,NaN,14.0000,17.0000,2.0000,193.0000,0.0000,0.0000,,
256,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,4.9800,NaN,20.0000,30.0000,24.0000,291.0000,0.0000,0.0000,,
257,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,1.5600,NaN,11.0000,16.0000,4.0000,139.0000,0.0000,0.0000,,
258,Cha–aral de aceituno sector C,26-10-18,26,10,2018,Intermareal,Lessonia berteroana,Barreteada,4.5400,NaN,14.0000,24.0000,19.0000,283.0000,0.0000,0.0000,,
259,Carrizal bajo,29-10-18,29,10,2018,Intermareal,Lessonia berteroana,Barreteada,11.2200,NaN,35.0000,23.0000,18.0000,254.0000,0.0000,0.0000,,
260,Carrizal bajo,29-10-18,29,10,2018,Intermareal,Lessonia berteroana,Barreteada,1.8600,NaN,33.0000,15.0000,9.0000,177.0000,0.0000,0.0000,,
261,Carrizal bajo,29-10-18,29,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.3600,NaN,12.0000,7.0000,12.0000,67.0000,0.0000,0.0000,,
262,Carrizal bajo,29-10-18,29,10,2018,Intermareal,Lessonia berteroana,Barreteada,0.3200,NaN,16.0000,11.0000,7.0000,73.0000,0.0000,0.0000,,
263,Carrizal bajo,29-10-18,29,10,2018,Intermareal,Lessonia berteroana,Barreteada,2.2600,NaN,24.0000,14.0000,9.0000,230.0000,0.0000,0.0000,,
264,Carrizal bajo,29-10-18,29,10,2018,Intermareal,Lessonia berteroana,Barreteada,5.2400,NaN,25.0000,161.0000,31.0000,194.0000,0.0000,0.0000,,
265,Carrizal bajo,29-10-18,29,10,2018,Intermareal,Lessonia berteroana,Barreteada,7.6800,NaN,17.0000,10.0000,21.0000,162.0000,0.0000,0.0000,,
266,Carrizal bajo,29-10-18,29,10,2018,Intermareal,Lessonia berteroana,Barreteada,3.9800,NaN,34.0000,23.0000,45.0000,179.0000,0.0000,0.0000,,
267,Carrizal bajo,29-10-18,29,10,2018,Intermareal,Lessonia berteroana,Barreteada,4.4800,NaN,15.0000,27.0000,14.0000,135.0000,0.0000,0.0000,,
268,Carrizal bajo,29-10-18,29,10,2018,Intermareal,Lessonia berteroana,Barreteada,7.8000,NaN,32.0000,20.0000,13.0000,377.0000,0.0000,0.0000,,
269,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,1.3600,,14.0000,17.0000,36.0000,110.0000,1.0000,-,,
270,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,6.7600,,13.0000,20.0000,79.0000,286.0000,0.0000,-,,
271,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,2.4200,,12.2000,18.0000,33.0000,187.0000,1.0000,-,,
272,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,2.6200,,15.0000,25.0000,5.0000,177.0000,1.0000,-,,
273,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.0210,,2.4000,3.6000,4.0000,39.0000,0.0000,-,,
274,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,3.0800,,12.2000,25.0000,2.0000,224.0000,1.0000,-,,
275,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,6.0800,,18.0000,26.0000,8.0000,227.0000,1.0000,-,,
276,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.0140,,2.0000,3.0000,11.0000,22.0000,0.0000,-,,
277,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.0580,,4.4000,5.4000,16.0000,35.0000,0.0000,-,,
278,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.4000,,5.6000,10.0000,31.0000,102.0000,0.0000,-,,
279,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.7800,,9.0000,16.0000,26.0000,109.0000,0.0000,-,,
280,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.2000,,5.0000,6.0000,31.0000,48.0000,0.0000,-,,
281,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.1600,,4.4000,5.0000,15.0000,59.0000,0.0000,-,,
282,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.0160,,2.6000,3.4000,32.0000,16.2000,0.0000,-,,
283,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,2.4400,,14.0000,19.0000,25.0000,188.0000,1.0000,-,,
284,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,1.0000,,6.6000,15.2000,22.0000,113.0000,0.0000,-,,
285,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,5.3400,,14.0000,40.0000,63.0000,175.0000,0.0000,-,,
286,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.4400,,7.4000,15.4000,19.0000,136.0000,0.0000,-,,
287,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,1.4400,,9.2000,22.0000,30.0000,200.0000,0.0000,-,,
288,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,1.1000,,11.0000,19.0000,7.0000,154.0000,1.0000,-,,
289,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,4.5460,,15.4000,29.0000,48.0000,195.0000,1.0000,-,,
290,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,2.1600,,12.4000,30.0000,11.0000,130.0000,1.0000,-,,
291,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.5090,,6.0000,10.0000,52.0000,98.0000,0.0000,-,,
292,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.0040,,2.0000,2.0000,15.0000,9.0000,0.0000,-,,
293,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.0010,,0.6000,0.8000,9.0000,7.3000,0.0000,-,,
294,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.0090,,2.0000,3.0000,13.0000,22.0000,0.0000,-,,
295,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.0710,,5.0000,9.0000,14.0000,53.0000,0.0000,-,,
296,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,0.0690,,6.0000,10.0000,12.0000,60.0000,0.0000,-,,
297,Punta el Yeso,04-12-18,4,12,2018,Intermareal,Lessonia berteroana,Barreteada,3.8300,,21.0000,29.0000,13.0000,197.0000,1.0000,-,,
298,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,0.2600,,5.6000,8.0000,1.0000,111.0000,1.0000,-,,
299,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,0.2200,,12.0000,17.0000,1.0000,100.0000,1.0000,-,,
300,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,0.2000,,8.0000,12.0000,2.0000,141.0000,0.0000,-,,
301,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,0.5400,,8.4000,10.4000,3.0000,89.0000,1.0000,-,,
302,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,0.9400,,12.0000,14.6000,1.0000,136.0000,0.0000,-,,
303,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,0.2200,,9.0000,12.0000,2.0000,114.0000,0.0000,-,,
304,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,0.2000,,6.0000,6.8000,2.0000,119.0000,0.0000,-,,
305,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,1.3000,,14.0000,16.0000,2.0000,89.0000,1.0000,-,,
306,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,0.3000,,5.0000,10.0000,1.0000,94.0000,0.0000,-,,
307,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,0.8800,,12.0000,18.0000,4.0000,141.0000,1.0000,-,,
308,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,2.7600,,30.4000,43.0000,3.0000,164.0000,1.0000,-,,
309,Punta el Yeso,06-12-18,6,12,2018,Submareal,Lessonia trabeculata,Barreteada,7.3600,,26.0000,44.0000,6.0000,221.0000,1.0000,-,,
